Date;Time of day;Biomass[MWh];Hydropower[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other renewable[MWh];Nuclear[MWh];Fossil brown coal[MWh];Fossil hard coal[MWh];Fossil gas[MWh];Hydro pumped storage[MWh];Other conventional[MWh]
Jun 6, 2019;2:30 AM;1,145;547.25;1,378;4,766.25;0;26.75;1,581;1,632;574;794;0.75;233
Jun 6, 2019;2:45 AM;1,145.75;545;1,307;4,743.5;0;26.75;1,587;1,659;579;794;0;231
Jun 6, 2019;3:00 AM;1,147;525;1,297.5;4,834.5;0;26.75;1,580.5;1,764;583;758;0.25;235
Jun 6, 2019;3:15 AM;1,150;533.75;1,289.75;4,723.25;0;26.75;1,578.5;1,771;581;755;0.25;235
Jun 6, 2019;3:30 AM;1,148.5;539.75;1,292.5;4,625.75;0;26.75;1,581;1,772;584;758;0;236
Jun 6, 2019;3:45 AM;1,148.5;525.5;1,148.75;4,625.75;0;26.75;1,583.25;1,753;580;766;0;236
Jun 6, 2019;4:00 AM;1,149;527.25;1,212.25;4,576.75;0;26.75;1,579.5;1,648;582;800;0.25;236
Jun 6, 2019;4:15 AM;1,150.25;550.25;1,193.75;4,535.75;0;26.75;1,579.25;1,612;583;800;0.25;236
Jun 6, 2019;4:30 AM;1,150.75;559;1,123.75;4,470.5;0;26.75;1,580.25;1,626;585;800;0;234
Jun 6, 2019;4:45 AM;1,151.25;566;1,114;4,384;3.25;26.75;1,588;1,680;593;814;0.25;235
Jun 6, 2019;5:00 AM;1,157.75;564.75;1,095;4,274.5;15;26.75;1,597.5;1,826;602;916;0.25;232
Jun 6, 2019;5:15 AM;1,159.75;578.5;1,058.25;4,145;37.75;26.75;1,607.5;1,911;610;941;21.5;233
Jun 6, 2019;5:30 AM;1,159;593;956;3,865.25;78.5;26.75;1,618.5;1,956;636;990;154.5;236
Jun 6, 2019;5:45 AM;1,160.25;597.5;826.75;3,608.25;142.5;26.75;1,626.75;2,051;669;1,059;285.25;236
Jun 6, 2019;6:00 AM;1,162.25;571.75;764;3,535.25;236.5;26.75;1,633.25;2,245;707;1,157;259.75;236
Jun 6, 2019;6:15 AM;1,163.25;575.75;642.25;3,351.75;364;26.75;1,634.25;2,396;755;1,295;414.25;236
Jun 6, 2019;6:30 AM;1,159.75;572.25;518.5;3,175;510.5;26.75;1,635.75;2,484;790;1,335;540.75;235
Jun 6, 2019;6:45 AM;1,165.25;603;422.75;3,006.75;692.75;26.75;1,636.5;2,550;831;1,436;775;234
Jun 6, 2019;7:00 AM;1,169.5;593.75;354.75;2,918.75;893.75;26.75;1,636.25;2,589;861;1,560;796.5;236
Jun 6, 2019;7:15 AM;1,169.5;596.75;312.75;2,876.75;1,104;26.75;1,638;2,599;873;1,597;859.75;236
Jun 6, 2019;7:30 AM;1,170.75;605.75;267.75;2,778.25;1,307;26.75;1,638.5;2,600;876;1,608;1,046.5;235
Jun 6, 2019;7:45 AM;1,171.5;608.75;262;2,663.25;1,535.25;26.75;1,639.75;2,598;879;1,633;1,102.25;235
Jun 6, 2019;8:00 AM;1,174;572.25;256;2,571;1,785.5;26.75;1,639.75;2,590;879;1,727;1,220.25;236
Jun 6, 2019;8:15 AM;1,171.5;577.25;221.75;2,588.25;2,005.5;26.75;1,639.5;2,585;892;1,738;1,212.25;235
Jun 6, 2019;8:30 AM;1,174.25;531.75;213.75;2,640.5;2,202.5;26.75;1,641;2,588;970;1,737;1,202.5;235
Jun 6, 2019;8:45 AM;1,172;538.25;225.75;2,637.25;2,426;26.75;1,641.75;2,563;996;1,690;1,127.5;235
Jun 6, 2019;9:00 AM;1,167.5;513;294.75;2,563.5;2,628.25;26.75;1,640.5;2,523;997;1,710;576;231
Jun 6, 2019;9:15 AM;1,163.5;546;372.25;2,439.5;2,855.75;26.75;1,640.25;2,531;995;1,674;249.75;231
Jun 6, 2019;9:30 AM;1,169;561;434;2,406.5;3,045.75;26.75;1,640.75;2,567;987;1,633;174;232
Jun 6, 2019;9:45 AM;1,168;500.75;537.25;2,454;3,208.5;26.75;1,640.5;2,546;971;1,606;179;231
Jun 6, 2019;10:00 AM;1,165.25;538.25;616.5;2,510.25;3,318.5;26.75;1,640.25;2,496;956;1,522;420.75;230
Jun 6, 2019;10:15 AM;1,163.25;500.25;703.75;2,587.5;3,392.25;26.75;1,639.75;2,467;949;1,526;372.25;230
Jun 6, 2019;10:30 AM;1,166.5;511.75;774.25;2,694.75;3,528;26.75;1,640.25;2,483;961;1,551;178;229
Jun 6, 2019;10:45 AM;1,158;531.75;835.5;2,753;3,618;26.75;1,639.75;2,490;961;1,567;135;226
Jun 6, 2019;11:00 AM;1,157;533.5;836.25;2,842.5;3,692;26.75;1,640;2,491;972;1,534;261;224
Jun 6, 2019;11:15 AM;1,158.25;544.25;816;2,967.25;3,776;26.75;1,640.5;2,494;970;1,523;156.25;224
Jun 6, 2019;11:30 AM;1,157.75;542.75;886.75;2,933.5;3,861;26.75;1,640.25;2,496;959;1,500;225.75;223
Jun 6, 2019;11:45 AM;1,154;524.5;983;2,943.25;3,909.25;26.75;1,639.75;2,494;953;1,517;203.5;224
Jun 6, 2019;12:00 PM;1,157;502.5;1,111;3,037.25;3,888.5;26.75;1,639;2,481;981;1,507;139.5;222
Jun 6, 2019;12:15 PM;1,155.25;500.25;1,183.75;3,119;3,793.5;26.75;1,638;2,442;991;1,505;60.5;220
Jun 6, 2019;12:30 PM;1,154;512.5;1,183.25;3,189.25;3,747.25;26.75;1,637.5;2,466;990;1,482;41.25;221
Jun 6, 2019;12:45 PM;1,148;499;1,179;3,312.5;3,709.25;26.75;1,636.75;2,474;994;1,440;44.75;218
Jun 6, 2019;1:00 PM;1,152;502.75;1,191.75;3,380.75;3,706;26.75;1,637;2,469;979;1,399;45;217
Jun 6, 2019;1:15 PM;1,151.25;513;1,168.5;3,498.5;3,663.25;26.75;1,637;2,498;977;1,383;1.5;216
Jun 6, 2019;1:30 PM;1,152.25;526.25;1,138.75;3,534;3,621.75;26.75;1,636.75;2,508;974;1,384;1.5;215
Jun 6, 2019;1:45 PM;1,154.75;504.25;1,093;3,577.5;3,594.5;26.75;1,636.25;2,439;974;1,395;0.75;217
Jun 6, 2019;2:00 PM;1,152;538;1,007;3,640.25;3,552.75;26.75;1,636.25;2,414;983;1,425;0.75;215
Jun 6, 2019;2:15 PM;1,147.75;537.75;906.5;3,765;3,536.25;26.75;1,635.75;2,486;995;1,446;0.75;215
Jun 6, 2019;2:30 PM;1,151.25;532.75;866;3,796.75;3,393;26.75;1,636;2,504;991;1,441;0.75;215
Jun 6, 2019;2:45 PM;1,152.25;541.75;883.25;3,733.5;3,307.25;26.75;1,636.75;2,513;985;1,430;0.75;214
Jun 6, 2019;3:00 PM;1,155;553.25;874.75;3,720;3,141.25;26.75;1,635.25;2,479;973;1,456;0.75;214
Jun 6, 2019;3:15 PM;1,159.75;551.75;868;3,766.5;2,940.25;26.75;1,635.75;2,467;972;1,467;8;215
Jun 6, 2019;3:30 PM;1,158.5;544.75;862.5;3,788.25;2,799.25;26.75;1,634.75;2,471;1,014;1,468;4.5;219
Jun 6, 2019;3:45 PM;1,161;557;824.75;3,818.75;2,662;26.75;1,635.75;2,469;1,035;1,475;0.75;229
Jun 6, 2019;4:00 PM;1,165.75;534.5;773.5;3,883.5;2,532;26.75;1,636.25;2,451;1,061;1,461;0.75;233
Jun 6, 2019;4:15 PM;1,167.5;553;730.75;3,857.5;2,417.25;26.75;1,637;2,437;1,074;1,468;0.75;233
Jun 6, 2019;4:30 PM;1,164;565;696.75;3,722.25;2,267.75;26.75;1,637.25;2,506;1,097;1,450;0.75;234
Jun 6, 2019;4:45 PM;1,167.25;574.25;671.25;3,618;2,124.5;26.75;1,637.25;2,524;1,139;1,502;0.75;235
Jun 6, 2019;5:00 PM;1,166.25;579.75;644.5;3,464;1,972.5;26.75;1,637.5;2,528;1,172;1,521;0.75;237
Jun 6, 2019;5:15 PM;1,172.25;573.25;610.75;3,349.75;1,762;26.75;1,637.5;2,537;1,191;1,577;11.25;237
Jun 6, 2019;5:30 PM;1,179.5;613.25;559.75;3,265.25;1,603.75;26.75;1,638.75;2,551;1,206;1,611;263.5;235
Jun 6, 2019;5:45 PM;1,179.75;615;513.75;3,090;1,453.25;26.75;1,640.75;2,548;1,222;1,621;704.75;234
Jun 6, 2019;6:00 PM;1,181;577.25;506.5;2,918.25;1,308.5;26.75;1,639.5;2,536;1,219;1,660;343.5;236
Jun 6, 2019;6:15 PM;1,180.5;593;460;2,787;1,159.25;26.75;1,640;2,546;1,279;1,680;359;235
Jun 6, 2019;6:30 PM;1,180.75;573.25;398.5;2,710;1,000.25;26.75;1,641.5;2,547;1,300;1,708;782;236
Jun 6, 2019;6:45 PM;1,180;595;363.5;2,576.75;866.25;26.75;1,642.5;2,547;1,309;1,718;947.25;236
Jun 6, 2019;7:00 PM;1,179.25;610.25;338;2,459;750.75;26.75;1,642;2,546;1,324;1,720;1,063.75;235
Jun 6, 2019;7:15 PM;1,182.75;599;324;2,256.75;643;26.75;1,643.25;2,543;1,336;1,717;1,184.75;236
Jun 6, 2019;7:30 PM;1,181.25;609.25;304;2,087;520.5;26.75;1,642.75;2,544;1,341;1,722;1,296.25;235
Jun 6, 2019;7:45 PM;1,180.75;599.75;265.25;1,930.25;412;26.75;1,642.75;2,551;1,363;1,722;1,451.5;237
Jun 6, 2019;8:00 PM;1,183;590.25;185.5;1,834.75;315;26.75;1,643;2,553;1,390;1,715;1,345;239
Jun 6, 2019;8:15 PM;1,183.25;595.75;132.5;1,748.75;224;26.75;1,642.75;2,558;1,404;1,719;1,379.5;239
Jun 6, 2019;8:30 PM;1,184;589.25;118.5;1,601.75;133;26.75;1,644.25;2,555;1,429;1,719;1,352;236
Jun 6, 2019;8:45 PM;1,181;587.5;184.25;1,393.5;77.75;26.75;1,644;2,552;1,451;1,743;1,276.75;293
Jun 6, 2019;9:00 PM;1,180.25;582.5;222;1,235.5;39.5;26.75;1,644.5;2,555;1,456;1,722;1,082.75;276
Jun 6, 2019;9:15 PM;1,178.75;571;230;1,175.5;14.75;26.75;1,644.25;2,550;1,483;1,715;1,056.75;238
Jun 6, 2019;9:30 PM;1,182;573.25;214;1,102.75;3.5;26.75;1,645.5;2,553;1,501;1,707;899.25;239
Jun 6, 2019;9:45 PM;1,180.75;578;156.25;1,126.75;0.5;26.75;1,645.25;2,555;1,510;1,702;824;239
Jun 6, 2019;10:00 PM;1,180.75;573.5;120.25;1,131;0;26.75;1,645.5;2,563;1,486;1,699;730;237
Jun 6, 2019;10:15 PM;1,175.25;570.75;121.75;1,058.75;0;26.75;1,643.75;2,551;1,490;1,701;570.25;237
Jun 6, 2019;10:30 PM;1,176.75;573.25;115.25;1,057.25;0;26.75;1,644;2,551;1,497;1,689;359.5;237
Jun 6, 2019;10:45 PM;1,174.75;550.25;122.25;984.5;0;26.75;1,644.75;2,551;1,483;1,623;285.75;238
Jun 6, 2019;11:00 PM;1,172;582.75;137;875.25;0;26.75;1,644.75;2,549;1,473;1,583;83;237
Jun 6, 2019;11:15 PM;1,170.5;561.75;153.75;822.75;0;26.75;1,644.75;2,538;1,464;1,569;13.5;239
Jun 6, 2019;11:30 PM;1,174.75;544.25;176.5;778.5;0;26.75;1,645;2,532;1,441;1,549;13;238
Jun 6, 2019;11:45 PM;1,172.5;525.5;178.75;743.5;0;26.75;1,645;2,521;1,423;1,514;5;239
Jun 7, 2019;12:00 AM;1,170.75;563.5;185.5;679.5;0;26.75;1,646;2,540;1,413;1,459;0.5;242
Jun 7, 2019;12:15 AM;1,170.5;554;189.25;653.25;0;26.75;1,645.75;2,525;1,395;1,446;0.5;243
Jun 7, 2019;12:30 AM;1,169.75;561.25;179.75;668.25;0;26.75;1,645.25;2,502;1,376;1,445;0.5;244
Jun 7, 2019;12:45 AM;1,165.5;562.25;163.5;685.25;0;26.75;1,645.25;2,504;1,358;1,434;0.5;243
Jun 7, 2019;1:00 AM;1,163.25;575.5;157.25;676.5;0;26.75;1,646.25;2,487;1,320;1,410;0.5;244
Jun 7, 2019;1:15 AM;1,165.25;563.25;161.75;683.5;0;26.75;1,647.25;2,474;1,292;1,394;0.5;243
Jun 7, 2019;1:30 AM;1,163.75;558.75;162;690.75;0;26.75;1,647.75;2,480;1,277;1,393;0.5;243
Jun 7, 2019;1:45 AM;1,160.25;541.25;147;707.75;0;26.75;1,647.25;2,451;1,255;1,385;0.5;244
Jun 7, 2019;2:00 AM;1,168.25;555;153;693.75;0;26.75;1,647;2,446;1,163;1,353;0.5;243
Jun 7, 2019;2:15 AM;1,167;551;159.25;679.75;0;26.75;1,645.75;2,437;1,132;1,354;0.5;242
Jun 7, 2019;2:30 AM;1,167;549.75;156.5;683.75;0;26.75;1,644;2,420;1,132;1,350;0.5;242
Jun 7, 2019;2:45 AM;1,167.25;538;130.5;718.5;0;26.75;1,644.75;2,394;1,123;1,351;0.5;244
Jun 7, 2019;3:00 AM;1,168.75;549.75;106.5;747;0;26.75;1,646.25;2,324;1,108;1,353;0.5;241
Jun 7, 2019;3:15 AM;1,167.25;552.75;95.25;750.75;0;26.75;1,648.25;2,288;1,100;1,351;0.5;242
Jun 7, 2019;3:30 AM;1,169.25;527;105.25;706.25;0;26.75;1,648;2,287;1,099;1,352;0.5;242
Jun 7, 2019;3:45 AM;1,170.5;528.25;111;671;0;26.75;1,647;2,298;1,094;1,350;0.5;242
Jun 7, 2019;4:00 AM;1,172.5;527;101.25;692.75;0;26.75;1,652;2,334;1,092;1,352;0.5;241
Jun 7, 2019;4:15 AM;1,169.5;529.5;98.75;702.25;0;26.75;1,655;2,395;1,096;1,356;0.5;242
Jun 7, 2019;4:30 AM;1,173;542.25;99.5;714.5;0;26.75;1,656.25;2,414;1,098;1,357;0.5;245
Jun 7, 2019;4:45 AM;1,177.75;544;111.5;712.75;3.25;26.75;1,657;2,459;1,112;1,370;0.5;244
Jun 7, 2019;5:00 AM;1,180;537;100;764.75;13.5;26.75;1,657.25;2,510;1,174;1,431;0.5;244
Jun 7, 2019;5:15 AM;1,181.25;540.5;86.75;823.75;30.25;26.75;1,657.75;2,556;1,233;1,468;0.5;246
Jun 7, 2019;5:30 AM;1,181.25;552.75;79.5;839.75;80;26.75;1,658.25;2,567;1,296;1,473;0.5;243
Jun 7, 2019;5:45 AM;1,181;548.25;78.5;861.75;158.5;26.75;1,658.25;2,573;1,351;1,512;11.75;243
Jun 7, 2019;6:00 AM;1,184.25;540.25;89.25;888;267.5;26.75;1,657.5;2,575;1,408;1,625;168.25;242
Jun 7, 2019;6:15 AM;1,190.25;548.25;84;927.25;405.75;26.75;1,658;2,604;1,466;1,701;313.75;243
Jun 7, 2019;6:30 AM;1,189;576.25;81.25;935.5;579.25;26.75;1,658.25;2,605;1,498;1,742;364.25;243
Jun 7, 2019;6:45 AM;1,188.75;565.5;76.75;930.5;791.75;26.75;1,658.75;2,600;1,517;1,753;511.5;244
Jun 7, 2019;7:00 AM;1,187.5;533.25;81.5;892;1,040.5;26.75;1,658;2,593;1,542;1,775;883.75;246
Jun 7, 2019;7:15 AM;1,184.75;520.25;80;873;1,299.25;26.75;1,658.25;2,599;1,545;1,796;963;245
Jun 7, 2019;7:30 AM;1,185.5;529;79;843.75;1,613.5;26.75;1,658;2,602;1,544;1,806;918.5;244
Jun 7, 2019;7:45 AM;1,188.75;542.25;86.5;835.25;1,956;26.75;1,658.25;2,597;1,549;1,809;910.5;247
Jun 7, 2019;8:00 AM;1,189;571;96;803;2,266.5;26.75;1,657;2,610;1,540;1,760;1,235.75;242
Jun 7, 2019;8:15 AM;1,186;564;108.25;789.75;2,672.75;26.75;1,655.25;2,600;1,543;1,676;1,142;244
Jun 7, 2019;8:30 AM;1,184.25;548.5;114.75;806.75;3,039.5;26.75;1,654.25;2,597;1,549;1,634;910.25;243
Jun 7, 2019;8:45 AM;1,187.5;519.5;127.25;835.75;3,467.75;26.75;1,652.75;2,583;1,545;1,587;766.25;243
Jun 7, 2019;9:00 AM;1,188.5;556.5;125.25;900;3,870.75;26.75;1,650.75;2,538;1,512;1,472;478.75;243
Jun 7, 2019;9:15 AM;1,188.25;536.25;125.75;998.5;4,259;26.75;1,649.75;2,496;1,464;1,398;319.5;241
Jun 7, 2019;9:30 AM;1,184;517.25;138;1,123;4,615;26.75;1,647;2,469;1,418;1,386;283.5;242
Jun 7, 2019;9:45 AM;1,186.25;516.5;142.25;1,245.25;4,901.25;26.75;1,642.75;2,445;1,340;1,381;178;241
Jun 7, 2019;10:00 AM;1,184.25;563;150.75;1,347.25;5,157.25;26.75;1,646.25;2,466;1,283;1,410;223.25;240
Jun 7, 2019;10:15 AM;1,180.25;556.75;176.75;1,405;5,439.75;26.75;1,645.75;2,490;1,231;1,493;376.5;241
Jun 7, 2019;10:30 AM;1,179.25;533.25;202.5;1,432.75;5,683;26.75;1,644.25;2,519;1,134;1,495;284.25;239
Jun 7, 2019;10:45 AM;1,178;550.5;223;1,483.75;5,960.25;26.75;1,643;2,513;1,031;1,440;163;239
Jun 7, 2019;11:00 AM;1,178.75;563.25;226.25;1,544.75;6,214.75;26.75;1,641.5;2,492;923;1,305;43;240
Jun 7, 2019;11:15 AM;1,177.25;552.5;241.5;1,577;6,379.5;26.75;1,641;2,466;882;1,221;4.5;239
Jun 7, 2019;11:30 AM;1,177;557;263.25;1,609.5;6,595.25;26.75;1,640;2,420;868;1,219;1.25;240
Jun 7, 2019;11:45 AM;1,177.25;559.5;288;1,624.5;6,751.25;26.75;1,637.75;2,379;837;1,196;1.25;240
Jun 7, 2019;12:00 PM;1,173.25;565.75;303.25;1,654.75;6,881.5;26.75;1,638;2,320;727;1,115;150.5;240
Jun 7, 2019;12:15 PM;1,175.5;557.5;300.25;1,707.5;6,999.25;26.75;1,637;2,267;633;1,092;286.75;239
Jun 7, 2019;12:30 PM;1,178;557.25;303.5;1,749.75;7,048.75;26.75;1,636.75;2,190;634;1,072;308.5;240
Jun 7, 2019;12:45 PM;1,173.5;545.75;329;1,800.25;7,073;26.75;1,625.75;2,091;633;1,030;287.25;238
Jun 7, 2019;1:00 PM;1,178.5;571.75;356;1,866.75;7,120.25;26.75;1,611.75;1,964;629;1,013;259.75;238
Jun 7, 2019;1:15 PM;1,176.25;551.75;375;1,921.25;7,119.75;26.75;1,602.5;1,916;629;1,007;200;238
Jun 7, 2019;1:30 PM;1,175;529;387.5;1,993.5;7,070.5;26.75;1,599.25;1,883;632;1,011;116;238
Jun 7, 2019;1:45 PM;1,173.75;521.75;403.75;2,063.5;7,032.5;26.75;1,598.5;1,817;628;989;85;240
Jun 7, 2019;2:00 PM;1,171.75;545.5;443.75;2,090;6,994;26.75;1,597.75;1,779;668;972;38.5;240
Jun 7, 2019;2:15 PM;1,171.75;547.75;479.5;2,147.5;6,961.75;26.75;1,597.5;1,785;672;960;14.75;240
Jun 7, 2019;2:30 PM;1,171.5;546.25;511.25;2,206.5;6,847.75;26.75;1,597.5;1,783;675;957;10.25;241
Jun 7, 2019;2:45 PM;1,162.75;547.25;551.25;2,271.5;6,768.5;26.75;1,596.5;1,770;649;959;14.5;240
Jun 7, 2019;3:00 PM;1,162.5;547;574.75;2,346.25;6,586.75;26.75;1,596;1,791;588;953;147;242
Jun 7, 2019;3:15 PM;1,164;559;586.75;2,443;6,377.25;26.75;1,596.5;1,810;581;947;148.5;240
Jun 7, 2019;3:30 PM;1,164.25;552.25;605;2,485.75;6,157.25;26.75;1,595.75;1,834;579;959;145.75;239
Jun 7, 2019;3:45 PM;1,164;544.25;632.25;2,505.5;5,878.5;26.75;1,595.75;1,887;579;968;178.25;239
Jun 7, 2019;4:00 PM;1,164.5;562;642.25;2,559.25;5,572.25;26.75;1,599.75;2,007;582;974;178;240
Jun 7, 2019;4:15 PM;1,166;572.75;668;2,651.5;5,240;26.75;1,613;2,073;577;997;293.75;238
Jun 7, 2019;4:30 PM;1,168.75;556.25;690.5;2,761;4,913.75;26.75;1,625;2,118;590;1,005;532.25;238
Jun 7, 2019;4:45 PM;1,171.25;530;696.25;2,832.75;4,568.25;26.75;1,625;2,161;629;1,009;529.75;238
Jun 7, 2019;5:00 PM;1,170.75;531;710;2,901;4,212.25;26.75;1,623.75;2,216;722;1,035;371;238
Jun 7, 2019;5:15 PM;1,166.25;549.5;732.5;2,970.5;3,775.25;26.75;1,625.25;2,300;757;1,050;509.5;239
Jun 7, 2019;5:30 PM;1,166.25;588.75;759.75;3,060.25;3,360;26.75;1,623;2,377;775;1,064;634.25;238
Jun 7, 2019;5:45 PM;1,167.5;589.5;778.5;3,175.25;2,960.75;26.75;1,620.75;2,419;783;1,070;758.5;239
Jun 7, 2019;6:00 PM;1,169.75;530;795.5;3,254;2,557.5;26.75;1,621.5;2,415;783;1,114;699;239
Jun 7, 2019;6:15 PM;1,165.25;548.75;817;3,377.75;2,174.5;26.75;1,622;2,422;788;1,110;846;237
Jun 7, 2019;6:30 PM;1,166;544.75;847;3,492;1,805.75;26.75;1,622.5;2,427;789;1,111;904.75;238
Jun 7, 2019;6:45 PM;1,164.5;581;874.5;3,536.25;1,465.75;26.75;1,620.5;2,424;798;1,113;1,008.75;238
Jun 7, 2019;7:00 PM;1,167.75;529.5;904.75;3,622;1,176.5;26.75;1,620;2,460;807;1,119;870.75;237
Jun 7, 2019;7:15 PM;1,171.25;534;958;3,757.75;906.75;26.75;1,620;2,465;814;1,115;834.25;237
Jun 7, 2019;7:30 PM;1,173.5;541.5;990;3,852.75;679.25;26.75;1,619.75;2,471;812;1,111;889;238
Jun 7, 2019;7:45 PM;1,173;536;1,009.75;3,984.75;511.5;26.75;1,619.5;2,480;803;1,096;895;238
Jun 7, 2019;8:00 PM;1,175.25;539.75;1,055.5;4,031.75;372.25;26.75;1,619.75;2,463;748;1,038;688.5;236
Jun 7, 2019;8:15 PM;1,174.5;528.75;1,096.75;4,230;247.25;26.75;1,619.5;2,435;746;1,037;554;237
Jun 7, 2019;8:30 PM;1,176.75;540.5;1,121.5;4,385.5;153.25;26.75;1,618.25;2,390;742;1,034;388.25;237
Jun 7, 2019;8:45 PM;1,177.25;530;1,142.5;4,435.25;75.75;26.75;1,612.75;2,339;712;1,033;274.5;238
Jun 7, 2019;9:00 PM;1,176.75;576;1,144.25;4,585;33.25;26.75;1,611.75;2,337;642;1,011;366.25;238
Jun 7, 2019;9:15 PM;1,177;543;1,136.75;4,695.25;12.5;26.75;1,616;2,270;624;1,007;225.5;238
Jun 7, 2019;9:30 PM;1,180;546.75;1,043;4,762.25;8.25;26.75;1,616.75;2,234;589;1,015;174.25;238
Jun 7, 2019;9:45 PM;1,176;552.25;1,053;4,821;3.5;26.75;1,619.75;2,190;576;1,008;200.5;238
Jun 7, 2019;10:00 PM;1,176.75;568.75;1,044;4,824;0;26.75;1,627.5;2,190;573;995;411.5;239
Jun 7, 2019;10:15 PM;1,177;543;1,104.75;4,940;0;26.75;1,629.75;2,155;559;961;262.5;237
Jun 7, 2019;10:30 PM;1,177.75;555.5;1,028;5,066.25;0;26.75;1,630;2,079;549;900;235.5;237
Jun 7, 2019;10:45 PM;1,175.25;560.25;858.75;5,156.75;0;26.75;1,630;1,941;589;826;251.75;238
Jun 7, 2019;11:00 PM;1,176.25;586.5;709.5;5,271.5;0;26.75;1,626;1,641;525;775;338.25;238
Jun 7, 2019;11:15 PM;1,176.75;561;689.5;5,331.75;0;26.75;1,621.5;1,473;533;802;316.5;235
Jun 7, 2019;11:30 PM;1,178.5;539.25;758.25;5,361.25;0;26.75;1,620.25;1,440;538;769;180.75;240
Jun 7, 2019;11:45 PM;1,180.75;548.75;793;5,408.75;0;26.75;1,608.5;1,298;538;701;170.75;240
Jun 8, 2019;12:00 AM;1,179.5;574.75;700;5,363.75;0;26.75;1,585.75;1,186;454;554;252;238
Jun 8, 2019;12:15 AM;1,179.25;538;649;5,378.5;0;26.75;1,566.75;1,158;445;535;171.25;237
Jun 8, 2019;12:30 AM;1,178.75;533.5;686.75;5,365.75;0;26.75;1,546.5;1,146;446;535;128.25;239
Jun 8, 2019;12:45 AM;1,179.75;528.75;750.5;5,287.75;0;26.75;1,527.75;1,146;453;500;130;235
Jun 8, 2019;1:00 AM;1,176.25;569;827.25;5,203;0;26.75;1,509;1,160;441;495;206.75;237
Jun 8, 2019;1:15 AM;1,174.25;518.75;894;5,158.75;0;26.75;1,489.75;1,162;438;527;186.5;238
Jun 8, 2019;1:30 AM;1,176;504.25;914;5,118.25;0;26.75;1,470.75;1,166;439;539;142.25;239
Jun 8, 2019;1:45 AM;1,177.5;481.75;896.75;5,038.25;0;26.75;1,451.5;1,166;436;543;129.75;240
Jun 8, 2019;2:00 AM;1,173.5;531.75;917.75;5,005.25;0;26.75;1,432.5;1,213;432;540;201;238
Jun 8, 2019;2:15 AM;1,172.75;523.5;949.5;5,010.25;0;26.75;1,413.25;1,208;432;533;193.75;237
Jun 8, 2019;2:30 AM;1,179.25;526;990.75;4,954.25;0;26.75;1,394;1,207;435;531;179.25;238
Jun 8, 2019;2:45 AM;1,178.75;473.75;1,015.75;4,908.75;0;26.75;1,376.75;1,200;437;533;156;239
Jun 8, 2019;3:00 AM;1,179.25;457.5;1,082.25;4,876.5;0;26.75;1,357.75;1,172;437;513;34.75;239
Jun 8, 2019;3:15 AM;1,178.5;452.5;1,098;4,925.25;0;26.75;1,341;1,157;435;484;34;238
Jun 8, 2019;3:30 AM;1,176.75;453;1,107.75;4,965.75;0;26.75;1,322.25;1,169;434;461;30.5;238
Jun 8, 2019;3:45 AM;1,175.5;486;1,110.5;5,030.75;0;26.75;1,315.25;1,173;431;435;22.75;238
Jun 8, 2019;4:00 AM;1,170.25;502.25;1,112;5,045.25;0;26.75;1,290.5;1,137;423;429;1.25;237
Jun 8, 2019;4:15 AM;1,170.75;496;1,108.5;5,020;0;26.75;1,267;1,128;423;429;1.25;237
Jun 8, 2019;4:30 AM;1,169.25;497.25;1,093;5,104.5;0;26.75;1,250.75;1,118;423;427;1.25;237
Jun 8, 2019;4:45 AM;1,172.5;477.75;1,078.5;5,145;3.5;26.75;1,237.75;1,110;426;428;0.5;237
Jun 8, 2019;5:00 AM;1,173.5;484;1,076.5;5,192.5;14.25;26.75;1,224.75;1,101;426;429;0.5;238
Jun 8, 2019;5:15 AM;1,173;488.75;1,075.75;5,274.25;36.25;26.75;1,226;1,068;419;430;2.75;239
Jun 8, 2019;5:30 AM;1,175;478.25;1,073.5;5,420.75;56;26.75;1,228.5;1,042;415;429;2.75;239
Jun 8, 2019;5:45 AM;1,178.75;496.25;1,057.5;5,603;92.75;26.75;1,224.75;1,036;411;429;2.5;240
Jun 8, 2019;6:00 AM;1,179.75;526;1,052.5;5,696.5;159.75;26.75;1,226;1,057;406;426;2.25;240
Jun 8, 2019;6:15 AM;1,174.75;499.25;1,051.5;5,809.5;241.75;26.75;1,236.5;1,057;405;426;2.25;240
Jun 8, 2019;6:30 AM;1,180.75;511.25;1,049;5,768.75;352.5;26.75;1,240.5;1,056;404;425;0.5;240
Jun 8, 2019;6:45 AM;1,183.75;507;1,046.25;5,815.25;468.75;26.75;1,243.5;1,057;406;426;0.5;240
Jun 8, 2019;7:00 AM;1,190;525.25;1,056.5;5,828;608.75;26.75;1,248.5;1,056;406;447;44.5;239
Jun 8, 2019;7:15 AM;1,192.25;520;1,048.25;5,984.5;770.5;26.75;1,248.5;1,058;406;448;4.5;240
Jun 8, 2019;7:30 AM;1,190;509.75;1,024;6,012.75;935.25;26.75;1,249.5;1,058;407;445;22.5;241
Jun 8, 2019;7:45 AM;1,191.75;485.75;1,019.75;6,194.5;1,127.25;26.75;1,250.5;1,055;421;438;1.25;239
