Date;Time of day;Biomass[MWh];Hydropower[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other renewable[MWh];Nuclear[MWh];Fossil brown coal[MWh];Fossil hard coal[MWh];Fossil gas[MWh];Hydro pumped storage[MWh];Other conventional[MWh]
Jan 1, 2019;12:00 AM;1,231.5;401;794.75;4,751;0;27.5;2,250.5;1,733;836;851;29.5;341
Jan 1, 2019;12:15 AM;1,234.25;394.75;794;4,937.25;0;27.5;2,263.25;1,588;730;822;80;339
Jan 1, 2019;12:30 AM;1,231.5;381.25;792.25;5,118.5;0;27.5;2,246;1,555;649;805;29;341
Jan 1, 2019;12:45 AM;1,233.5;381;755.5;5,188.75;0;27.5;2,241.75;1,459;598;797;29.25;341
Jan 1, 2019;1:00 AM;1,229;388.25;715.5;5,297.5;0;27.5;2,224.5;1,368;611;766;29;339
Jan 1, 2019;1:15 AM;1,227.75;388;716.75;5,476;0;27.5;2,171.75;1,352;602;740;29.25;331
Jan 1, 2019;1:30 AM;1,226.75;389;717.75;5,616.75;0;27.5;2,112.25;1,322;596;734;28.75;327
Jan 1, 2019;1:45 AM;1,220.5;388.5;718;5,646.25;0;27.5;2,026.75;1,338;596;728;29;324
Jan 1, 2019;2:00 AM;1,216;383.75;642.5;5,669.5;0;27.5;2,011.75;1,339;601;698;50.75;318
Jan 1, 2019;2:15 AM;1,217;376.75;597;5,716;0;27.5;2,012.75;1,333;570;675;36.5;315
Jan 1, 2019;2:30 AM;1,216;376.5;597.25;5,643.75;0;27.5;1,987.75;1,340;528;676;0.25;316
Jan 1, 2019;2:45 AM;1,217.5;374;622.75;5,719;0;27.5;1,941.75;1,331;530;672;0.25;315
Jan 1, 2019;3:00 AM;1,215.75;379.75;672.5;5,890.25;0;27.5;1,892.25;1,325;567;664;0.25;313
Jan 1, 2019;3:15 AM;1,214.75;377.75;676.75;5,897.25;0;27.5;1,811;1,316;603;661;0.25;314
Jan 1, 2019;3:30 AM;1,218.5;370.75;675.5;6,004.25;0;27.5;1,766;1,315;599;665;0.25;313
Jan 1, 2019;3:45 AM;1,216.75;366.5;673;6,078.5;0;27.5;1,752.5;1,315;588;663;0.25;314
Jan 1, 2019;4:00 AM;1,217;381.25;642.75;6,339.75;0;27.5;1,771.25;1,297;573;671;0.25;315
Jan 1, 2019;4:15 AM;1,214.5;370.5;654;6,451.25;0;27.5;1,788.5;1,300;578;672;0.25;314
Jan 1, 2019;4:30 AM;1,216.5;358.25;642.25;6,549;0;27.5;1,778.25;1,292;580;682;0.25;315
Jan 1, 2019;4:45 AM;1,219.25;348.25;639.25;6,581.5;0;27.5;1,782;1,290;577;682;0.25;317
Jan 1, 2019;5:00 AM;1,215.5;346;607.5;6,775.25;0;27.5;1,781;1,271;580;679;1.25;317
Jan 1, 2019;5:15 AM;1,215;344.25;604.75;6,809.5;0;27.5;1,771;1,264;584;676;1.25;317
Jan 1, 2019;5:30 AM;1,216.5;347;605;6,899.5;0;27.5;1,759.75;1,269;579;683;0.25;317
Jan 1, 2019;5:45 AM;1,212.75;347.75;561.5;6,944.75;0;27.5;1,749;1,273;569;683;0.25;317
Jan 1, 2019;6:00 AM;1,216.25;353.25;479.75;7,177.75;0;27.5;1,758.5;1,268;539;683;0;316
Jan 1, 2019;6:15 AM;1,217.5;346.5;484.75;7,229;0;27.5;1,757;1,266;541;676;0;316
Jan 1, 2019;6:30 AM;1,217.5;353.5;485;7,315.5;0;27.5;1,757.5;1,272;540;678;0;316
Jan 1, 2019;6:45 AM;1,217;363;480.75;7,364;0;27.5;1,762.25;1,267;539;678;0;315
Jan 1, 2019;7:00 AM;1,220.75;360.75;480.75;7,387.5;0;27.5;1,780.25;1,258;540;704;0;315
Jan 1, 2019;7:15 AM;1,218.5;359.5;509;7,460.5;0;27.5;1,790;1,259;543;703;0;316
Jan 1, 2019;7:30 AM;1,219.5;355.5;516.75;7,536.5;0;27.5;1,796.5;1,259;542;708;0;316
Jan 1, 2019;7:45 AM;1,222.75;356.25;538;7,520.75;0;27.5;1,806.25;1,263;558;706;0;316
Jan 1, 2019;8:00 AM;1,225.75;351.5;551.75;7,596;1.75;27.5;1,790.25;1,237;572;712;0;315
Jan 1, 2019;8:15 AM;1,225;353.5;552.75;7,598;9;27.5;1,796;1,225;569;714;0;315
Jan 1, 2019;8:30 AM;1,225;363;570.5;7,598.25;24.75;27.5;1,792.5;1,226;562;715;0;311
Jan 1, 2019;8:45 AM;1,225.25;378;533;7,647.25;48.75;27.5;1,776.75;1,231;565;717;0;312
Jan 1, 2019;9:00 AM;1,224;362.25;526.5;7,598.5;78.25;27.5;1,742.75;1,233;602;717;0;315
Jan 1, 2019;9:15 AM;1,223;368;506.25;7,589.25;116.25;27.5;1,744.5;1,229;670;715;0;316
Jan 1, 2019;9:30 AM;1,225.75;375.5;518.25;7,463;168.75;27.5;1,762.5;1,233;685;717;0;316
Jan 1, 2019;9:45 AM;1,228.25;377.5;524;7,549;219.5;27.5;1,740.25;1,233;686;716;0;315
Jan 1, 2019;10:00 AM;1,231.5;377.5;535.75;7,686.5;273.75;27.5;1,698.75;1,239;680;715;0;315
Jan 1, 2019;10:15 AM;1,228;392.5;543;7,766.25;320.25;27.5;1,668.75;1,240;672;719;0;315
Jan 1, 2019;10:30 AM;1,227;384.75;535;7,872.75;364.5;27.5;1,638.75;1,238;675;724;0;316
Jan 1, 2019;10:45 AM;1,222.25;380.75;541.5;7,985.5;410.25;27.5;1,633.5;1,232;670;725;0;315
Jan 1, 2019;11:00 AM;1,226;385.5;655.5;8,143.5;446.75;27.5;1,656.75;1,228;676;742;0;315
Jan 1, 2019;11:15 AM;1,223.75;393;693.25;8,215.25;506.25;27.5;1,674;1,229;687;742;0;316
Jan 1, 2019;11:30 AM;1,228.25;396.25;688.25;8,305.5;547.5;27.5;1,675.25;1,229;696;745;0;316
Jan 1, 2019;11:45 AM;1,226.75;398.75;685.25;8,325.75;552.75;27.5;1,702.5;1,233;702;743;0;316
Jan 1, 2019;12:00 PM;1,227.25;403.75;685;8,297.5;562.5;27.5;1,732;1,236;693;737;0.25;316
Jan 1, 2019;12:15 PM;1,228.5;407;632.5;8,298.5;563.25;27.5;1,737.75;1,240;706;739;0.25;315
Jan 1, 2019;12:30 PM;1,225;404.25;620.25;8,360.5;560.25;27.5;1,740.75;1,237;706;743;0.25;316
Jan 1, 2019;12:45 PM;1,226.75;385.5;583.25;8,422.25;545.75;27.5;1,743.75;1,233;704;739;0.25;315
Jan 1, 2019;1:00 PM;1,227.25;392.25;570.5;8,487.75;524.75;27.5;1,744.25;1,247;707;723;30.75;315
Jan 1, 2019;1:15 PM;1,227;391.75;573.5;8,520;524.25;27.5;1,738.5;1,238;705;715;0.25;316
Jan 1, 2019;1:30 PM;1,226.25;394.75;566.25;8,549.75;500.75;27.5;1,734.25;1,236;700;721;0.25;315
Jan 1, 2019;1:45 PM;1,223.5;393.25;572.75;8,614.25;456.75;27.5;1,735.75;1,233;700;716;0.75;314
Jan 1, 2019;2:00 PM;1,224.25;394;569.25;8,616.5;403.75;27.5;1,736.75;1,233;699;720;11;315
Jan 1, 2019;2:15 PM;1,225;398.25;564.5;8,596.5;353.5;27.5;1,748.5;1,240;703;716;12.25;315
Jan 1, 2019;2:30 PM;1,227.25;407.75;560.25;8,711.5;301;27.5;1,754;1,247;706;723;12.5;316
Jan 1, 2019;2:45 PM;1,226.5;406;550.5;8,699;239;27.5;1,777.25;1,241;704;718;41;315
Jan 1, 2019;3:00 PM;1,224.5;410;494.75;8,580.25;183;27.5;1,792.5;1,269;710;717;251.75;315
Jan 1, 2019;3:15 PM;1,224.5;389;554.75;8,609.75;132.25;27.5;1,800.25;1,263;713;720;250.75;316
Jan 1, 2019;3:30 PM;1,223.5;377.25;528.25;8,694.5;85.75;27.5;1,824;1,244;711;723;288.5;314
Jan 1, 2019;3:45 PM;1,224.25;383.75;542.5;8,843.75;44;27.5;1,853.75;1,242;699;723;229.75;315
Jan 1, 2019;4:00 PM;1,224.75;386.75;523.5;8,937;17;27.5;1,852.75;1,238;681;735;325.5;314
Jan 1, 2019;4:15 PM;1,223;388.75;555.75;8,951.5;4.25;27.5;1,861.75;1,230;687;733;461.25;315
Jan 1, 2019;4:30 PM;1,225.25;392.75;565.5;8,918.5;0.5;27.5;1,886;1,236;685;739;670.75;316
Jan 1, 2019;4:45 PM;1,221.25;391.5;571.5;8,931.75;0;27.5;1,905.75;1,247;689;735;848;313
Jan 1, 2019;5:00 PM;1,223.5;367.75;572.75;9,016.5;0;27.5;1,905.75;1,246;691;734;729.5;315
Jan 1, 2019;5:15 PM;1,217.75;359.75;572.5;9,084.5;0;27.5;1,915.75;1,259;693;728;857.5;316
Jan 1, 2019;5:30 PM;1,223.5;359.25;557;9,105.25;0;27.5;1,914.5;1,246;687;740;856.25;315
Jan 1, 2019;5:45 PM;1,225;358.5;564.5;9,076.5;0;27.5;1,918.25;1,222;685;734;955;311
Jan 1, 2019;6:00 PM;1,228.75;359;567.5;9,049.5;0;27.5;1,916.5;1,223;682;720;825.25;316
Jan 1, 2019;6:15 PM;1,228;357.75;532;9,061.25;0;27.5;1,900.5;1,226;684;716;797.5;315
Jan 1, 2019;6:30 PM;1,227;357.25;558.75;9,117.5;0;27.5;1,852.75;1,223;686;721;749;316
Jan 1, 2019;6:45 PM;1,226.25;357;548.75;9,095.5;0;27.5;1,829.25;1,227;686;718;696.5;316
Jan 1, 2019;7:00 PM;1,222.5;356;527.25;9,014.25;0;27.5;1,833.25;1,229;690;711;706.5;318
Jan 1, 2019;7:15 PM;1,225.25;354.5;546;9,005.75;0;27.5;1,794.25;1,227;687;712;623.25;317
Jan 1, 2019;7:30 PM;1,220.5;354.25;558.75;9,011;0;27.5;1,754;1,228;687;720;558.5;315
Jan 1, 2019;7:45 PM;1,221.25;352.5;541.25;9,014;0;27.5;1,718;1,224;686;717;498.5;312
Jan 1, 2019;8:00 PM;1,220.75;357.75;533.25;9,051.5;0;27.5;1,702.5;1,226;680;716;403.5;315
Jan 1, 2019;8:15 PM;1,222;351.75;536;9,016.5;0;27.5;1,668.5;1,221;684;716;314.5;316
Jan 1, 2019;8:30 PM;1,222.75;350.5;557.5;9,000.5;0;27.5;1,630.25;1,215;685;720;240.75;315
Jan 1, 2019;8:45 PM;1,216.75;348.75;515.5;8,986.75;0;27.5;1,597.25;1,214;683;719;236;316
Jan 1, 2019;9:00 PM;1,223.25;354.75;461;8,972.75;0;27.5;1,564.5;1,224;691;690;78.5;316
Jan 1, 2019;9:15 PM;1,220.25;347.75;453.5;9,035.75;0;27.5;1,531.25;1,222;691;696;113.5;318
Jan 1, 2019;9:30 PM;1,222.25;347;463.25;8,984;0;27.5;1,528;1,225;690;698;85.5;316
Jan 1, 2019;9:45 PM;1,219.75;348.25;467.5;8,930;0;27.5;1,528;1,225;690;698;90.5;314
Jan 1, 2019;10:00 PM;1,214.5;355.75;466.25;8,656.25;0;27.5;1,538.75;1,234;684;703;422.5;315
Jan 1, 2019;10:15 PM;1,214.5;344.5;461.75;8,747;0;27.5;1,526.25;1,223;681;701;330.25;315
Jan 1, 2019;10:30 PM;1,214;343.25;456.25;8,742.25;0;27.5;1,509.5;1,222;679;708;236.75;315
Jan 1, 2019;10:45 PM;1,212.75;342;455.25;8,841.5;0;27.5;1,501.75;1,218;677;703;51.25;316
Jan 1, 2019;11:00 PM;1,212.75;342.75;417.25;8,787.5;0;27.5;1,505.75;1,220;660;692;9.5;313
Jan 1, 2019;11:15 PM;1,213.75;335.75;462.25;8,755.5;0;27.5;1,496.75;1,217;645;690;0.25;314
Jan 1, 2019;11:30 PM;1,209.75;333.75;435.25;8,582.5;0;27.5;1,495;1,220;636;695;0.25;313
Jan 1, 2019;11:45 PM;1,212.25;333.25;451.25;8,573;0;27.5;1,486.5;1,230;626;701;0.25;313
Jan 2, 2019;12:00 AM;1,207.5;349;417;8,455.75;0;27.5;1,477.25;1,288;627;685;0.25;315
Jan 2, 2019;12:15 AM;1,204.25;344;410.25;8,236;0;27.5;1,442.75;1,287;624;675;0.25;316
Jan 2, 2019;12:30 AM;1,203.75;345;419.5;8,177.5;0;27.5;1,442;1,285;623;683;0.25;316
Jan 2, 2019;12:45 AM;1,204;345;422.25;8,062.75;0;27.5;1,433.25;1,278;633;677;0.25;301
Jan 2, 2019;1:00 AM;1,200;338.75;443.75;7,916;0;27.5;1,439.5;1,241;644;628;0.25;225
Jan 2, 2019;1:15 AM;1,198.5;334.5;478;7,958.25;0;27.5;1,439.75;1,277;637;636;0.25;236
Jan 2, 2019;1:30 AM;1,203.75;330.25;529.75;7,903.75;0;27.5;1,433;1,226;640;644;0.25;223
Jan 2, 2019;1:45 AM;1,204.25;333;583.25;7,836;0;27.5;1,423.25;1,246;639;639;0.25;222
Jan 2, 2019;2:00 AM;1,204;334.75;580.5;7,731;0;27.5;1,434;1,277;648;636;0.25;221
Jan 2, 2019;2:15 AM;1,202.75;336.5;657;7,659.5;0;27.5;1,436;1,324;647;628;0.25;221
Jan 2, 2019;2:30 AM;1,201.25;333.5;694;7,597.75;0;27.5;1,430.75;1,284;651;643;0.25;221
Jan 2, 2019;2:45 AM;1,201;335.5;727.5;7,459.75;0;27.5;1,435;1,288;654;640;0.25;221
Jan 2, 2019;3:00 AM;1,201.75;334.5;744;7,399.25;0;27.5;1,429.25;1,298;653;644;0.25;221
Jan 2, 2019;3:15 AM;1,199.75;337.25;767.5;7,378;0;27.5;1,430.75;1,301;646;640;0.25;221
Jan 2, 2019;3:30 AM;1,198;330.25;769;7,381.5;0;27.5;1,444.25;1,357;644;651;0.25;221
Jan 2, 2019;3:45 AM;1,198;328;772.25;7,374;0;27.5;1,446.75;1,352;645;647;1;221
Jan 2, 2019;4:00 AM;1,195.25;322.75;775.25;7,429.25;0;27.5;1,438.5;1,323;647;637;14;221
Jan 2, 2019;4:15 AM;1,196;323;771.5;7,463.75;0;27.5;1,444;1,319;653;656;13.5;221
Jan 2, 2019;4:30 AM;1,196.5;325;771;7,512;0;27.5;1,450.25;1,331;671;640;20.25;221
Jan 2, 2019;4:45 AM;1,192.25;325;777.25;7,459.75;0;27.5;1,449.25;1,329;681;658;20.25;240
Jan 2, 2019;5:00 AM;1,196.75;326.5;792.5;7,586.25;0;27.5;1,454.75;1,334;693;718;67.25;273
Jan 2, 2019;5:15 AM;1,197.25;327.5;797.75;7,632;0;27.5;1,481;1,345;697;741;80;304
Jan 2, 2019;5:30 AM;1,198.25;337.75;814.5;7,757.75;0;27.5;1,528;1,346;703;769;81.75;313
Jan 2, 2019;5:45 AM;1,195.75;345.75;857.75;7,801;0;27.5;1,626.25;1,357;695;805;92.75;314
Jan 2, 2019;6:00 AM;1,198.5;350.75;924.25;7,777.75;0;27.5;1,764.5;1,408;720;915;20.5;314
Jan 2, 2019;6:15 AM;1,198;354.25;980.75;7,807.25;0;27.5;1,876;1,449;789;961;49.75;319
Jan 2, 2019;6:30 AM;1,197.75;354.5;978.25;7,853.75;0;27.5;1,975.5;1,495;812;994;77.75;327
Jan 2, 2019;6:45 AM;1,198.5;353.25;994;7,840.75;0;27.5;2,045.25;1,536;832;1,005;153.75;328
Jan 2, 2019;7:00 AM;1,203;347.75;1,106.5;7,775.5;0;27.5;2,082;1,571;868;1,082;64.5;337
Jan 2, 2019;7:15 AM;1,207.5;349.25;1,146.25;7,739.5;0;27.5;2,149;1,631;910;1,086;105;342
Jan 2, 2019;7:30 AM;1,207.75;351.5;1,146.5;7,693.25;0;27.5;2,177.75;1,693;952;1,101;154.5;342
Jan 2, 2019;7:45 AM;1,209.5;352.25;1,150.5;7,573.5;0;27.5;2,176.5;1,750;983;1,098;277.75;341
Jan 2, 2019;8:00 AM;1,215.25;350.75;1,135.75;7,496.75;1.75;27.5;2,190.75;1,798;998;1,137;233;342
Jan 2, 2019;8:15 AM;1,215.75;352;1,070;7,457;7.5;27.5;2,208;1,913;1,030;1,131;339.75;341
Jan 2, 2019;8:30 AM;1,216.25;352.25;1,065.5;7,425;26.25;27.5;2,213;2,000;1,058;1,137;296.5;343
Jan 2, 2019;8:45 AM;1,208;348.75;1,066.75;7,371;72.75;27.5;2,228.5;2,071;1,094;1,141;397.25;342
Jan 2, 2019;9:00 AM;1,212.75;346;1,063.5;7,326;162.75;27.5;2,245.25;2,117;1,148;1,245;151.25;342
Jan 2, 2019;9:15 AM;1,217.5;345.25;1,063.5;7,215.5;288.5;27.5;2,256;2,199;1,187;1,249;126.75;343
Jan 2, 2019;9:30 AM;1,217.5;344.5;1,060;7,116;436.5;27.5;2,255;2,232;1,235;1,256;71.5;341
Jan 2, 2019;9:45 AM;1,213.25;344;1,048;7,097.25;592;27.5;2,257.75;2,269;1,254;1,255;72.5;345
Jan 2, 2019;10:00 AM;1,218.75;347.5;1,044.75;7,114;764.5;27.5;2,258.75;2,287;1,298;1,213;103;345
Jan 2, 2019;10:15 AM;1,218.75;351.75;1,038.5;7,100.75;947;27.5;2,257;2,246;1,327;1,206;111.75;346
Jan 2, 2019;10:30 AM;1,215;354;1,031.25;7,043;1,147;27.5;2,250;2,223;1,338;1,204;87;345
Jan 2, 2019;10:45 AM;1,216.5;349.25;1,011.75;6,985.5;1,289.75;27.5;2,247.25;2,177;1,349;1,195;59.25;340
Jan 2, 2019;11:00 AM;1,222.5;358.5;988.5;7,051.25;1,459.25;27.5;2,242.5;2,170;1,350;1,223;135.75;341
Jan 2, 2019;11:15 AM;1,221.5;363.75;964.75;7,095.25;1,549;27.5;2,244.75;2,172;1,402;1,223;96.5;345
Jan 2, 2019;11:30 AM;1,220.75;369.5;924.75;7,144.25;1,635.25;27.5;2,263.5;2,190;1,413;1,224;101.25;345
Jan 2, 2019;11:45 AM;1,217.5;357.75;883.75;7,141.75;1,691;27.5;2,260.25;2,210;1,407;1,225;61.5;346
Jan 2, 2019;12:00 PM;1,220;369.75;854.75;7,218;1,725.5;27.5;2,273.75;2,224;1,416;1,236;70.25;345
Jan 2, 2019;12:15 PM;1,224.5;361.75;838;7,207.75;1,738.5;27.5;2,280.75;2,238;1,361;1,245;57;342
Jan 2, 2019;12:30 PM;1,222.75;365.5;850.5;7,177.25;1,729.25;27.5;2,276.75;2,230;1,337;1,250;83.75;344
Jan 2, 2019;12:45 PM;1,222.25;369.75;847.75;7,123.25;1,736;27.5;2,267.25;2,279;1,299;1,255;81.25;347
Jan 2, 2019;1:00 PM;1,223.25;375.75;821;7,132.5;1,702;27.5;2,253.75;2,271;1,236;1,257;105.5;347
Jan 2, 2019;1:15 PM;1,221.25;364.25;801;7,123.5;1,619.75;27.5;2,248.75;2,248;1,234;1,267;153.75;341
Jan 2, 2019;1:30 PM;1,225.75;365;785.75;7,094;1,532.75;27.5;2,251.5;2,221;1,253;1,272;176.75;337
Jan 2, 2019;1:45 PM;1,221;363;761.25;6,950;1,416.25;27.5;2,254;2,295;1,305;1,271;82;347
Jan 2, 2019;2:00 PM;1,226.75;362.5;784;6,791.75;1,310.5;27.5;2,243.75;2,329;1,390;1,222;55.75;345
Jan 2, 2019;2:15 PM;1,223.75;373;743.75;6,721.5;1,151;27.5;2,256.75;2,380;1,401;1,220;157.75;346
Jan 2, 2019;2:30 PM;1,228.75;362.75;715.75;6,563.25;985;27.5;2,258.25;2,464;1,430;1,246;199;346
Jan 2, 2019;2:45 PM;1,225;354.25;724.75;6,413.75;817;27.5;2,253.5;2,529;1,467;1,261;217.75;345
Jan 2, 2019;3:00 PM;1,228.25;365.5;752.5;6,180;623.5;27.5;2,260;2,551;1,568;1,254;187;345
Jan 2, 2019;3:15 PM;1,228;385.75;768.75;5,979.5;434.25;27.5;2,264.5;2,637;1,699;1,256;185;346
Jan 2, 2019;3:30 PM;1,226.25;359.25;812.75;5,966.5;283;27.5;2,262.75;2,661;1,830;1,276;131.75;346
Jan 2, 2019;3:45 PM;1,226.25;375.25;783;5,927;159.25;27.5;2,273.75;2,716;1,941;1,277;99;346
Jan 2, 2019;4:00 PM;1,225.75;342;716.25;5,816.75;63;27.5;2,272.25;2,787;2,019;1,323;291;346
Jan 2, 2019;4:15 PM;1,227.25;342.5;734;5,688.5;18;27.5;2,305.75;2,921;2,072;1,332;261.75;346
Jan 2, 2019;4:30 PM;1,225;352.75;699.5;5,593.75;2;27.5;2,314;2,988;2,139;1,348;399.75;345
Jan 2, 2019;4:45 PM;1,228.25;413.5;734.75;5,575;0;27.5;2,316.5;3,038;2,148;1,379;538;345
Jan 2, 2019;5:00 PM;1,225.25;351.25;764;5,546.5;0;27.5;2,306.75;3,075;2,132;1,374;538.5;333
Jan 2, 2019;5:15 PM;1,224;362.25;754.5;5,459;0;27.5;2,313.75;3,119;2,141;1,387;512.25;338
Jan 2, 2019;5:30 PM;1,230;359;702.5;5,346;0;27.5;2,312.75;3,138;2,162;1,398;572.75;348
Jan 2, 2019;5:45 PM;1,230.25;378.75;640.25;5,281.25;0;27.5;2,314.25;3,162;2,172;1,402;682.5;347
Jan 2, 2019;6:00 PM;1,229.25;368.75;633.75;5,183.75;0;27.5;2,302;3,156;2,209;1,457;680;349
Jan 2, 2019;6:15 PM;1,228.25;368;654.5;5,083.75;0;27.5;2,300.75;3,162;2,215;1,458;705;348
Jan 2, 2019;6:30 PM;1,226.25;375.5;683;4,910.25;0;27.5;2,301.25;3,206;2,229;1,464;647.75;348
Jan 2, 2019;6:45 PM;1,229.75;377;727;4,776.25;0;27.5;2,294.25;3,255;2,224;1,468;638.75;348
Jan 2, 2019;7:00 PM;1,227.75;393.5;729.5;4,641.5;0;27.5;2,284.25;3,287;2,185;1,486;718.75;350
Jan 2, 2019;7:15 PM;1,229.25;386;747.25;4,550.25;0;27.5;2,281.5;3,281;2,189;1,489;677.75;350
Jan 2, 2019;7:30 PM;1,225.75;368.5;751.75;4,418;0;27.5;2,282.25;3,255;2,180;1,494;665.5;350
Jan 2, 2019;7:45 PM;1,225.75;360.5;733.25;4,321.25;0;27.5;2,279.75;3,257;2,194;1,491;579.75;350
Jan 2, 2019;8:00 PM;1,224.25;373.75;702;4,248.5;0;27.5;2,303.5;3,329;2,247;1,449;470;346
Jan 2, 2019;8:15 PM;1,225.25;359;640;4,184.75;0;27.5;2,301.5;3,346;2,259;1,438;375.75;340
Jan 2, 2019;8:30 PM;1,222;355.5;682;4,082.5;0;27.5;2,304.5;3,345;2,252;1,438;320;347
Jan 2, 2019;8:45 PM;1,224.25;354.25;691.75;4,011;0;27.5;2,303;3,344;2,203;1,431;291;349
Jan 2, 2019;9:00 PM;1,224.5;351;655;3,917;0;27.5;2,313.75;3,362;2,127;1,402;72;346
Jan 2, 2019;9:15 PM;1,222.75;342.5;676.5;3,794.5;0;27.5;2,314;3,363;2,067;1,398;49.25;346
Jan 2, 2019;9:30 PM;1,223.25;345;757.5;3,672.25;0;27.5;2,314.25;3,358;1,985;1,399;47.75;348
Jan 2, 2019;9:45 PM;1,219.75;344;759.25;3,620;0;27.5;2,310.5;3,357;1,956;1,396;50.75;348
Jan 2, 2019;10:00 PM;1,218.25;360.75;775.5;3,525.75;0;27.5;2,317.5;3,387;2,015;1,365;276;349
Jan 2, 2019;10:15 PM;1,214.75;346.25;761.5;3,423.5;0;27.5;2,313.75;3,365;2,022;1,367;169.75;347
Jan 2, 2019;10:30 PM;1,216;347.5;807.5;3,357.5;0;27.5;2,315.25;3,348;2,004;1,368;160.25;344
Jan 2, 2019;10:45 PM;1,209.75;345.5;718.75;3,285.5;0;27.5;2,312.25;3,315;1,948;1,365;192.5;340
Jan 2, 2019;11:00 PM;1,211.5;362.5;727.5;3,209.75;0;27.5;2,318.75;3,285;1,859;1,337;272;338
Jan 2, 2019;11:15 PM;1,212.25;352.5;688.25;3,150;0;27.5;2,319;3,286;1,825;1,358;259.25;336
Jan 2, 2019;11:30 PM;1,213.5;356;679.25;3,146.5;0;27.5;2,323;3,290;1,764;1,402;41.75;339
Jan 2, 2019;11:45 PM;1,209.5;348;725.25;3,088.75;0;27.5;2,327.75;3,288;1,690;1,324;64;340
Jan 3, 2019;12:00 AM;1,211;365;765.5;3,066.75;0;27.5;2,350.75;3,305;1,674;1,320;256.75;327
Jan 3, 2019;12:15 AM;1,209.75;358.75;829.5;3,012.25;0;27.5;2,369;3,303;1,659;1,318;251.5;326
Jan 3, 2019;12:30 AM;1,206.25;355.5;788.25;2,964.75;0;27.5;2,372;3,271;1,640;1,319;240.75;331
Jan 3, 2019;12:45 AM;1,206.5;353.25;826;2,910.75;0;27.5;2,373.75;3,301;1,694;1,316;13.75;329
Jan 3, 2019;1:00 AM;1,201.75;364.75;905.5;2,904;0;27.5;2,376.75;3,330;1,739;1,333;19.5;330
Jan 3, 2019;1:15 AM;1,197.75;360.5;940.75;2,884.25;0;27.5;2,374.25;3,338;1,705;1,332;37.75;333
Jan 3, 2019;1:30 AM;1,202.75;358.5;982.25;2,828;0;27.5;2,371.5;3,344;1,708;1,335;40.25;335
Jan 3, 2019;1:45 AM;1,199;358.5;992;2,776.5;0;27.5;2,369.75;3,357;1,721;1,330;0.5;334
Jan 3, 2019;2:00 AM;1,201;360;913.75;2,766.25;0;27.5;2,374.5;3,386;1,729;1,305;20;334
Jan 3, 2019;2:15 AM;1,199.5;350;979.75;2,753.25;0;27.5;2,372.75;3,385;1,783;1,309;10.5;335
Jan 3, 2019;2:30 AM;1,193.25;361.75;959.5;2,748;0;27.5;2,373.5;3,389;1,769;1,309;14;337
Jan 3, 2019;2:45 AM;1,198.25;357.25;924.75;2,718.25;0;27.5;2,372.75;3,389;1,742;1,307;10.75;335
Jan 3, 2019;3:00 AM;1,201;355;963;2,722.5;0;27.5;2,375;3,382;1,769;1,318;27.75;333
Jan 3, 2019;3:15 AM;1,194.25;346.75;1,035.5;2,766.5;0;27.5;2,372.5;3,361;1,783;1,336;3;335
Jan 3, 2019;3:30 AM;1,197.25;346.75;1,019.75;2,812.5;0;27.5;2,372.5;3,321;1,810;1,349;0.25;334
Jan 3, 2019;3:45 AM;1,201.5;347;1,047.25;2,852.75;0;27.5;2,368.25;3,292;1,802;1,353;0.25;332
Jan 3, 2019;4:00 AM;1,207;353.5;985.5;2,876.75;0;27.5;2,373.75;3,290;1,737;1,371;0.25;333
Jan 3, 2019;4:15 AM;1,198;347.25;1,037.25;2,906.5;0;27.5;2,370.5;3,291;1,741;1,384;0.25;333
Jan 3, 2019;4:30 AM;1,201.25;348;1,059;2,981;0;27.5;2,369;3,286;1,758;1,403;0.5;336
Jan 3, 2019;4:45 AM;1,198;352.75;1,074.25;3,003.25;0;27.5;2,372.75;3,309;1,789;1,422;0.25;337
Jan 3, 2019;5:00 AM;1,202.5;356.5;1,096;3,007.25;0;27.5;2,371.75;3,332;1,831;1,470;0.25;335
Jan 3, 2019;5:15 AM;1,202.25;351;1,098.25;3,036.75;0;27.5;2,371.5;3,359;1,919;1,493;0.25;322
Jan 3, 2019;5:30 AM;1,202.75;362.25;1,120.75;3,073;0;27.5;2,373.5;3,378;2,021;1,534;0.25;330
Jan 3, 2019;5:45 AM;1,197.25;365.75;1,064;3,096;0;27.5;2,373.25;3,411;2,123;1,588;6.5;335
Jan 3, 2019;6:00 AM;1,199.25;360.5;1,069;3,139;0;27.5;2,362.75;3,462;2,282;1,798;32.25;336
Jan 3, 2019;6:15 AM;1,200.75;364.5;1,073.75;3,152.25;0;27.5;2,370;3,519;2,392;1,898;33.25;334
Jan 3, 2019;6:30 AM;1,203.75;371.25;1,065;3,159;0;27.5;2,373;3,553;2,506;1,982;88;333
Jan 3, 2019;6:45 AM;1,201.75;372;1,006.75;3,150;0;27.5;2,374.25;3,553;2,593;2,028;256;333
Jan 3, 2019;7:00 AM;1,211.5;350.5;1,018.5;3,143;0;27.5;2,357.25;3,448;2,669;2,078;190;339
